iter,total_loss,loss_hr,loss_mr,loss_lr,depth_loss,psnr,ssim,lpips,prop_hr,prop_mr,prop_lr,throughput_rays_per_s,gpu_mem_mb,iter_time_s,lr,img_W,img_H,focal
18,nan,0.28161799907684326,0.28161799907684326,0.28161799907684326,nan,5.5534646513973,nan,nan,0.0,0.0,0.0,2519.366812262749,37.4306640625,0.30483850000001667,0.013213868960151916,1060,707,500.0
19,nan,0.28294312953948975,0.28294312953948975,0.28294312953948975,nan,5.5456361870127395,nan,nan,0.0,0.0,0.0,2623.3441421033517,32.6201171875,0.2927560999999912,0.012913084580693106,1060,707,500.0
20,nan,0.2822452187538147,0.2822452187538147,0.2822452187538147,nan,5.540445974619411,nan,nan,0.0,0.0,0.0,2906.8172054810034,32.53369140625,0.26420650000002865,0.01261914688960386,1060,707,500.0
21,nan,0.2873537540435791,0.28860095143318176,0.28860095143318176,nan,5.415831247882912,nan,nan,0.0,0.0,0.0,2688.7545989783766,37.4365234375,0.28563409999998157,0.01233190003722964,1060,707,500.0
22,nan,0.2841857373714447,0.2841857373714447,0.2841857373714447,nan,5.439904234455564,nan,nan,0.0,0.0,0.0,2729.301288209133,32.6201171875,0.28139069999997446,0.01205119172148715,1060,707,500.0
23,nan,0.30372464656829834,0.30372464656829834,0.30372464656829834,nan,5.351669371758898,nan,nan,0.0,0.0,0.0,2597.510651315937,32.53369140625,0.2956676999999672,0.011776873107111775,1060,707,500.0
24,nan,0.27553069591522217,0.27553069591522217,0.27553069591522217,nan,5.413327056022199,nan,nan,0.0,0.0,0.0,2684.6585397487584,32.53369140625,0.2860698999999727,0.011508798746743133,1060,707,500.0
25,nan,0.2940833568572998,0.2940833568572998,0.2940833568572998,nan,5.393720750713931,nan,nan,0.0,0.0,0.0,2552.1012466416637,32.53369140625,0.3009284999999977,0.011246826503806977,1060,707,500.0
26,nan,0.2960893213748932,0.2962969243526459,0.2962969243526459,nan,5.375729384593118,nan,nan,0.0,0.0,0.0,2387.3871353405234,37.4306640625,0.3216906000000108,0.010990817477152486,1060,707,500.0
27,nan,0.302443265914917,0.302443265914917,0.302443265914917,nan,5.349705302340348,nan,nan,0.0,0.0,0.0,2474.722705387377,37.4306640625,0.31033780000001343,0.010740635927405049,1060,707,500.0
28,nan,0.2776256203651428,0.2776256203651428,0.2776256203651428,nan,5.376667712041099,nan,nan,0.0,0.0,0.0,2670.1814784671633,32.6201171875,0.287620899999979,0.010496149204995446,1060,707,500.0
29,nan,0.25710004568099976,0.25710004568099976,0.25710004568099976,nan,5.434702239806082,nan,nan,0.0,0.0,0.0,2644.476934170126,32.53369140625,0.2904165999999577,0.01025722767982729,1060,707,500.0
30,nan,0.2823052406311035,0.2823052406311035,0.2823052406311035,nan,5.440513075489237,nan,nan,0.0,0.0,0.0,2664.3372218316363,32.53369140625,0.2882518000000118,0.010023744672545439,1060,707,500.0
31,nan,0.30628255009651184,0.30628255009651184,0.30628255009651184,nan,5.138777456442055,nan,nan,0.0,0.0,0.0,2703.240192395074,32.53369140625,0.2841034999999579,0.009795576387368917,1060,707,500.0
32,nan,0.27715685963630676,0.2773122489452362,0.2773122489452362,nan,5.355760568939818,nan,nan,0.0,0.0,0.0,2527.290126325045,37.4306640625,0.3038827999999967,0.00957260184645276,1060,707,500.0
33,nan,0.2766755521297455,0.2766755521297455,0.2766755521297455,nan,5.4306044283226145,nan,nan,0.0,0.0,0.0,2677.9428517230754,32.6201171875,0.2867873000000145,0.009354702825743957,1060,707,500.0
34,nan,0.28693634271621704,0.28693634271621704,0.28693634271621704,nan,5.428489424995033,nan,nan,0.0,0.0,0.0,1021.2491632538539,32.53369140625,0.752020200000004,0.009141763792297494,1060,707,500.0
35,nan,0.2669801115989685,0.2669801115989685,0.2669801115989685,nan,5.489833719473106,nan,nan,0.0,0.0,0.0,1675.7465363539318,37.4306640625,0.45830320000004576,0.008933671843019256,1060,707,500.0
36,nan,0.2819870114326477,0.2819870114326477,0.2819870114326477,nan,5.491146258231008,nan,nan,0.0,0.0,0.0,2666.195453650973,35.6943359375,0.28805089999997335,0.008730316644803313,1060,707,500.0
37,nan,0.27745991945266724,0.27745991945266724,0.27745991945266724,nan,5.50212499867903,nan,nan,0.0,0.0,0.0,2973.697874619708,32.53369140625,0.2582642999999507,0.008531590376031847,1060,707,500.0
38,nan,0.2836078405380249,0.2836078405380249,0.2836078405380249,nan,5.49846158252778,nan,nan,0.0,0.0,0.0,2767.7720336094235,32.53369140625,0.27747950000002675,0.008337387669406702,1060,707,500.0
39,nan,0.28553757071495056,0.28553757071495056,0.28553757071495056,nan,5.492340006330239,nan,nan,0.0,0.0,0.0,2682.633927354829,32.53369140625,0.2862858000000301,0.008147605556082248,1060,707,500.0
40,nan,0.29189473390579224,0.29189473390579224,0.29189473390579224,nan,5.477879745776983,nan,nan,0.0,0.0,0.0,2723.0083569410854,32.53369140625,0.28204099999999244,0.007962143411069938,1060,707,500.0
41,nan,0.28146183490753174,0.28146183490753174,0.28146183490753174,nan,5.505804854050101,nan,nan,0.0,0.0,0.0,2770.2409748943933,32.53369140625,0.27723219999995763,0.007780902899885605,1060,707,500.0
42,nan,0.2897215485572815,0.2897215485572815,0.2897215485572815,nan,5.442998437863557,nan,nan,0.0,0.0,0.0,2620.799043408391,32.53369140625,0.2930403999999953,0.007603787926411218,1060,707,500.0
43,nan,0.2854122519493103,0.2854122519493103,0.2854122519493103,nan,5.44375691782366,nan,nan,0.0,0.0,0.0,2675.3196536712107,35.60791015625,0.28706850000003215,0.007430704581943445,1060,707,500.0
44,nan,0.2839706838130951,0.2839706838130951,0.2839706838130951,nan,5.449633920251717,nan,nan,0.0,0.0,0.0,2680.4308653008716,32.53369140625,0.28652110000001585,0.007261561095402021,1060,707,500.0
45,nan,0.2823072373867035,0.2823072373867035,0.2823072373867035,nan,5.458263111988169,nan,nan,0.0,0.0,0.0,2556.9078461112977,35.60791015625,0.30036280000001625,0.007096267784671504,1060,707,500.0
46,nan,0.3003024458885193,0.3003024458885193,0.3003024458885193,nan,5.419287810934111,nan,nan,0.0,0.0,0.0,2801.275747663372,32.53369140625,0.2741608000000042,0.006934737009050627,1060,707,500.0
47,nan,0.2930886149406433,0.2930886149406433,0.2930886149406433,nan,5.406533911444436,nan,nan,0.0,0.0,0.0,2739.8882782010483,36.80615234375,0.2803034000000366,0.006776883122784045,1060,707,500.0
48,nan,0.295824259519577,0.2964353561401367,0.2964988350868225,nan,5.391924939885588,nan,nan,0.0,0.0,0.0,2672.872743066926,37.62939453125,0.2873313000000053,0.006622622429651816,1060,707,500.0
49,nan,0.2916334271430969,0.2916334271430969,0.2916334271430969,nan,5.387447389330814,nan,nan,0.0,0.0,0.0,2698.406675183914,32.6201171875,0.2846123999999577,0.006471873138592559,1060,707,500.0
50,nan,0.2850334644317627,0.2850334644317627,0.2850334644317627,nan,5.393806798933534,nan,nan,0.0,0.0,0.0,2843.873563158759,32.53369140625,0.27005420000000413,0.006324555320336753,1060,707,500.0
51,nan,0.289200097322464,0.289200097322464,0.289200097322464,nan,5.388015652274309,nan,nan,0.0,0.0,0.0,2903.569727261117,33.470703125,0.26450199999999313,0.02,1060,707,500.0
52,nan,0.29749152064323425,0.29749152064323425,0.29749152064323425,nan,5.326634868088839,nan,nan,0.0,0.0,0.0,2878.5154056798738,32.36083984375,0.2668041999999673,0.019544744419116213,1060,707,500.0
53,nan,0.2630751430988312,0.2630751430988312,0.2630751430988312,nan,5.484157194380882,nan,nan,0.0,0.0,0.0,2829.9748876581125,32.36083984375,0.27138049999996383,0.019099851720428718,1060,707,500.0
54,nan,0.2729831635951996,0.2729831635951996,0.2729831635951996,nan,5.522778239568204,nan,nan,0.0,0.0,0.0,2771.5366077398903,35.43505859375,0.2771026000000347,0.01866508601593982,1060,707,500.0
55,nan,0.2754954397678375,0.2754901349544525,0.2754901349544525,nan,5.537993762774822,nan,nan,0.0,0.0,0.0,2791.534526156786,37.2578125,0.27511750000002166,0.018240216787118194,1060,707,500.0
56,nan,0.27618780732154846,0.27618780732154846,0.27618780732154846,nan,5.54632063204951,nan,nan,0.0,0.0,0.0,2804.7304993623857,35.6943359375,0.27382310000001553,0.01782501876267491,1060,707,500.0
57,nan,0.28800976276397705,0.28800976276397705,0.28800976276397705,nan,5.526264528277953,nan,nan,0.0,0.0,0.0,2799.0317099675367,32.53369140625,0.27438060000002906,0.017419271799121613,1060,707,500.0
58,nan,0.2904386520385742,0.2904386520385742,0.2904386520385742,nan,5.506663446648396,nan,nan,0.0,0.0,0.0,2689.6981409216314,32.53369140625,0.2855338999999617,0.017022760764047528,1060,707,500.0
59,nan,0.28245991468429565,0.28245991468429565,0.28245991468429565,nan,5.504859926353061,nan,nan,0.0,0.0,0.0,2899.3232647290524,32.53369140625,0.26488939999995864,0.016635275422053418,1060,707,500.0
60,nan,0.2727092504501343,0.2727092504501343,0.2727092504501343,nan,5.518674064014808,nan,nan,0.0,0.0,0.0,2587.3378113144513,32.53369140625,0.29683019999998805,0.016256610323281982,1060,707,500.0
61,nan,0.2795580327510834,0.27965250611305237,0.27965250611305237,nan,5.535280243162381,nan,nan,0.0,0.0,0.0,2675.16216428957,37.43310546875,0.2870854000000236,0.015886564694485628,1060,707,500.0
62,nan,0.2796832025051117,0.2796832025051117,0.2796832025051117,nan,5.534308202279908,nan,nan,0.0,0.0,0.0,2669.2153966458886,37.4306640625,0.2877250000000231,0.015524942332573831,1060,707,500.0
63,nan,0.2944539785385132,0.2944539785385132,0.2944539785385132,nan,5.459480712519922,nan,nan,0.0,0.0,0.0,2863.556029500764,32.6201171875,0.26819799999998395,0.015171551500583672,1060,707,500.0
64,nan,0.29551178216934204,0.29551178216934204,0.29551178216934204,nan,5.418173531760278,nan,nan,0.0,0.0,0.0,1388.542858062238,32.53369140625,0.5530978000000459,0.014826204826018347,1060,707,500.0
65,nan,0.27965325117111206,0.27965325117111206,0.27965325117111206,nan,5.441299080046674,nan,nan,0.0,0.0,0.0,1197.7254445230767,37.4306640625,0.6412153999999646,0.014488719201499797,1060,707,500.0
66,nan,0.29370343685150146,0.29370343685150146,0.29370343685150146,nan,5.421234185757567,nan,nan,0.0,0.0,0.0,3125.6842521681847,32.6201171875,0.24570619999997234,0.014158915687682754,1060,707,500.0
67,nan,0.28016191720962524,0.28016191720962524,0.28016191720962524,nan,5.4361877296176155,nan,nan,0.0,0.0,0.0,2915.0059419820354,32.53369140625,0.2634642999999528,0.013836619418378725,1060,707,500.0
68,nan,0.28633955121040344,0.28633955121040344,0.28633955121040344,nan,5.4355625884910985,nan,nan,0.0,0.0,0.0,2978.8074142828086,32.53369140625,0.25782129999998915,0.013521659507839632,1060,707,500.0
69,nan,0.27687251567840576,0.27687251567840576,0.27687251567840576,nan,5.451300248939555,nan,nan,0.0,0.0,0.0,3001.944227941599,32.53369140625,0.25583419999998114,0.013213868960151916,1060,707,500.0
70,nan,0.28275594115257263,0.2827417850494385,0.2827417850494385,nan,5.4547584851336195,nan,nan,0.0,0.0,0.0,2901.5699079998435,37.43408203125,0.264684299999999,0.012913084580693106,1060,707,500.0
71,nan,0.2783338129520416,0.27838051319122314,0.27838051319122314,nan,5.554340308687107,nan,nan,0.0,0.0,0.0,2756.310893206556,37.43310546875,0.2786332999999672,0.01261914688960386,1060,707,500.0
72,nan,0.278689444065094,0.278689444065094,0.278689444065094,nan,5.551567558195428,nan,nan,0.0,0.0,0.0,2906.6279822740858,35.6943359375,0.2642237000000023,0.01233190003722964,1060,707,500.0
73,nan,0.29470521211624146,0.2947331666946411,0.2947331666946411,nan,5.469752316160613,nan,nan,0.0,0.0,0.0,2737.824434868934,37.43310546875,0.2805147000000261,0.01205119172148715,1060,707,500.0
74,nan,0.2757622003555298,0.2757622003555298,0.2757622003555298,nan,5.500977397804331,nan,nan,0.0,0.0,0.0,2906.536679887452,32.6201171875,0.2642319999999927,0.011776873107111775,1060,707,500.0
75,nan,0.27244997024536133,0.2724892497062683,0.2724892497062683,nan,5.530208388623008,nan,nan,0.0,0.0,0.0,2744.526403023046,37.4306640625,0.2798296999999934,0.011508798746743133,1060,707,500.0
76,nan,0.28030675649642944,0.28030675649642944,0.28030675649642944,nan,5.529117713696959,nan,nan,0.0,0.0,0.0,2779.1649477820997,33.55712890625,0.27634199999999964,0.02,1060,707,500.0
77,nan,0.2919486165046692,0.2919486165046692,0.2919486165046692,nan,5.503091723820584,nan,nan,0.0,0.0,0.0,2773.133821760986,32.36083984375,0.27694300000001704,0.019544744419116213,1060,707,500.0
78,nan,0.28749310970306396,0.28749310970306396,0.28749310970306396,nan,5.491920957729633,nan,nan,0.0,0.0,0.0,2791.9627825547636,32.36083984375,0.27507529999996905,0.019099851720428718,1060,707,500.0
79,nan,0.29403573274612427,0.29403573274612427,0.29403573274612427,nan,5.472374060942384,nan,nan,0.0,0.0,0.0,2718.6456613529463,32.36083984375,0.28249360000000934,0.01866508601593982,1060,707,500.0
80,nan,0.26355111598968506,0.26355111598968506,0.26355111598968506,nan,5.504271795302155,nan,nan,0.0,0.0,0.0,2808.1023992092396,32.36083984375,0.27349429999998165,0.018240216787118194,1060,707,500.0
81,nan,0.2769753932952881,0.2769753932952881,0.2769753932952881,nan,5.575588122740388,nan,nan,0.0,0.0,0.0,2787.266257964471,32.36083984375,0.27553879999999253,0.01782501876267491,1060,707,500.0
82,nan,0.2788862884044647,0.2788862884044647,0.2788862884044647,nan,5.56065824903356,nan,nan,0.0,0.0,0.0,2800.2186212353677,35.73876953125,0.27426429999997026,0.017419271799121613,1060,707,500.0
83,nan,0.28766632080078125,0.28766632080078125,0.28766632080078125,nan,5.510808769900513,nan,nan,0.0,0.0,0.0,2805.3462301330474,32.36083984375,0.27376300000003084,0.017022760764047528,1060,707,500.0
84,nan,0.2971144914627075,0.2971144914627075,0.2971144914627075,nan,5.45079699092527,nan,nan,0.0,0.0,0.0,2940.541335281321,32.36083984375,0.26117640000001074,0.016635275422053418,1060,707,500.0
85,nan,0.3020080327987671,0.3020080327987671,0.3020080327987671,nan,5.400600603820726,nan,nan,0.0,0.0,0.0,3011.00664068114,32.36083984375,0.2550641999999925,0.016256610323281982,1060,707,500.0
86,nan,0.2733841836452484,0.27339687943458557,0.27339687943458557,nan,5.439211527671329,nan,nan,0.0,0.0,0.0,2669.1291236393113,37.27587890625,0.287734300000011,0.015886564694485628,1060,707,500.0
87,nan,0.2786319851875305,0.2786319851875305,0.2786319851875305,nan,5.454994210566712,nan,nan,0.0,0.0,0.0,2921.79296129401,32.6201171875,0.26285230000002,0.015524942332573831,1060,707,500.0
88,nan,0.30168765783309937,0.30168765783309937,0.30168765783309937,nan,5.4236730050315325,nan,nan,0.0,0.0,0.0,2852.710966890825,32.53369140625,0.2692175999999904,0.015171551500583672,1060,707,500.0
89,nan,0.28169214725494385,0.28169214725494385,0.28169214725494385,nan,5.432404070797913,nan,nan,0.0,0.0,0.0,3002.704780165027,32.53369140625,0.2557694000000197,0.014826204826018347,1060,707,500.0
90,nan,0.2964151203632355,0.2965160310268402,0.2965160310268402,nan,5.417263310150276,nan,nan,0.0,0.0,0.0,2741.2936264564983,37.43310546875,0.2801597000000129,0.014488719201499797,1060,707,500.0
91,nan,0.28774675726890564,0.28774675726890564,0.28774675726890564,nan,5.40989561905489,nan,nan,0.0,0.0,0.0,2871.034477087076,35.6943359375,0.26749939999996286,0.014158915687682754,1060,707,500.0
92,nan,0.2716383635997772,0.2716383635997772,0.2716383635997772,nan,5.534992281869757,nan,nan,0.0,0.0,0.0,3015.9645844080183,32.53369140625,0.25464489999995976,0.013836619418378725,1060,707,500.0
93,nan,0.2818761467933655,0.2818761467933655,0.2818761467933655,nan,5.523133767505441,nan,nan,0.0,0.0,0.0,3026.5640104490512,32.53369140625,0.2537531000000399,0.013521659507839632,1060,707,500.0
94,nan,0.29749786853790283,0.29749786853790283,0.29749786853790283,nan,5.458640679337771,nan,nan,0.0,0.0,0.0,3188.6722418602694,32.53369140625,0.24085260000003927,0.013213868960151916,1060,707,500.0
95,nan,0.28499680757522583,0.28499680757522583,0.28499680757522583,nan,5.45723255299866,nan,nan,0.0,0.0,0.0,2986.566284855849,32.53369140625,0.25715149999996356,0.012913084580693106,1060,707,500.0
96,nan,0.280807226896286,0.280807226896286,0.280807226896286,nan,5.467013326384618,nan,nan,0.0,0.0,0.0,2831.5117765820974,37.4306640625,0.2712331999999833,0.01261914688960386,1060,707,500.0
97,nan,0.2745073437690735,0.2745073437690735,0.2745073437690735,nan,5.488077183440209,nan,nan,0.0,0.0,0.0,2869.131729010467,32.6201171875,0.2676768000000038,0.01233190003722964,1060,707,500.0
98,nan,0.2863461673259735,0.2863461673259735,0.2863461673259735,nan,5.480953317307805,nan,nan,0.0,0.0,0.0,2706.358038482657,37.4462890625,0.28377619999997705,0.01205119172148715,1060,707,500.0
99,nan,0.28651654720306396,0.28651654720306396,0.28651654720306396,nan,5.475125494433049,nan,nan,0.0,0.0,0.0,2710.7626808456375,32.6201171875,0.2833150999999816,0.011776873107111775,1060,707,500.0
0,nan,0.29547351598739624,0.29547351598739624,0.29547351598739624,nan,5.294814399129694,nan,nan,0.0,0.0,0.0,70.44198853220942,16.7451171875,10.90258829999999,0.02,1060,707,500.0
1,nan,0.26266729831695557,0.26266729831695557,0.26266729831695557,nan,5.805939928573718,nan,nan,0.0,0.0,0.0,2292.762483240891,24.23583984375,0.3349671000000001,0.019544744419116213,1060,707,500.0
2,nan,0.2906001806259155,0.2906001806259155,0.2906001806259155,nan,5.586490564772543,nan,nan,0.0,0.0,0.0,2625.785556059598,24.23583984375,0.2924839000000077,0.019099851720428718,1060,707,500.0
3,nan,0.28465592861175537,0.28465592861175537,0.28465592861175537,nan,5.5432595984511766,nan,nan,0.0,0.0,0.0,2643.97438925219,24.23583984375,0.29047180000000594,0.01866508601593982,1060,707,500.0
4,nan,0.26550865173339844,0.26550865173339844,0.26550865173339844,nan,5.597248005456105,nan,nan,0.0,0.0,0.0,2636.0998079560795,24.23583984375,0.2913394999999923,0.018240216787118194,1060,707,500.0
5,nan,0.3022739887237549,0.3022739887237549,0.3022739887237549,nan,5.516996850596561,nan,nan,0.0,0.0,0.0,1846.5311421804383,33.79345703125,0.41591500000001247,0.01782501876267491,1060,707,500.0
6,nan,0.2944355607032776,0.2944355607032776,0.2944355607032776,nan,5.482513606970978,nan,nan,0.0,0.0,0.0,2572.944483697464,32.6201171875,0.2984907000000021,0.017419271799121613,1060,707,500.0
7,nan,0.2708841562271118,0.2708841562271118,0.2708841562271118,nan,5.509606514148284,nan,nan,0.0,0.0,0.0,2383.417373622979,32.53369140625,0.32222640000000524,0.017022760764047528,1060,707,500.0
8,nan,0.27664995193481445,0.27664995193481445,0.27664995193481445,nan,5.518492451009975,nan,nan,0.0,0.0,0.0,815.902101946553,32.53369140625,0.9412893999999881,0.016635275422053418,1060,707,500.0
9,nan,0.26423344016075134,0.26444217562675476,0.26444217562675476,nan,5.547562424169446,nan,nan,0.0,0.0,0.0,2571.5892957596784,37.4306640625,0.2986479999999858,0.016256610323281982,1060,707,500.0
10,nan,0.27620768547058105,0.27620768547058105,0.27620768547058105,nan,5.551570423110805,nan,nan,0.0,0.0,0.0,2580.880180957535,32.6201171875,0.2975728999999774,0.015886564694485628,1060,707,500.0
11,nan,0.27613723278045654,0.27613723278045654,0.27613723278045654,nan,5.5887503160443766,nan,nan,0.0,0.0,0.0,2768.920596875342,32.53369140625,0.2773644000000104,0.015524942332573831,1060,707,500.0
12,nan,0.26215091347694397,0.26215091347694397,0.26215091347694397,nan,5.701618281164572,nan,nan,0.0,0.0,0.0,2621.003864956955,32.53369140625,0.2930174999999906,0.015171551500583672,1060,707,500.0
13,nan,0.28537285327911377,0.28537285327911377,0.28537285327911377,nan,5.616369995693499,nan,nan,0.0,0.0,0.0,2725.907837339863,32.53369140625,0.2817410000000109,0.014826204826018347,1060,707,500.0
14,nan,0.27453702688217163,0.27453696727752686,0.2745443284511566,nan,5.615775181397151,nan,nan,0.0,0.0,0.0,2479.0827393863005,37.61376953125,0.30979200000001583,0.014488719201499797,1060,707,500.0
15,nan,0.28836262226104736,0.28836262226104736,0.28836262226104736,nan,5.572742212757957,nan,nan,0.0,0.0,0.0,2649.676535906756,32.6201171875,0.28984669999999824,0.014158915687682754,1060,707,500.0
16,nan,0.27532854676246643,0.27532854676246643,0.27532854676246643,nan,5.577533106495147,nan,nan,0.0,0.0,0.0,2618.283871746408,37.44873046875,0.29332189999999514,0.013836619418378725,1060,707,500.0
17,nan,0.2845035791397095,0.2845035791397095,0.2845035791397095,nan,5.560617327968257,nan,nan,0.0,0.0,0.0,2717.611502573556,32.6201171875,0.28260110000002214,0.013521659507839632,1060,707,500.0
18,nan,0.28161799907684326,0.28161799907684326,0.28161799907684326,nan,5.5534646513973,nan,nan,0.0,0.0,0.0,2565.238216437962,37.4306640625,0.2993874000000005,0.013213868960151916,1060,707,500.0
19,nan,0.28294312953948975,0.28294312953948975,0.28294312953948975,nan,5.5456361870127395,nan,nan,0.0,0.0,0.0,2610.825816444089,32.6201171875,0.29415979999998854,0.012913084580693106,1060,707,500.0
20,nan,0.2822452187538147,0.2822452187538147,0.2822452187538147,nan,5.540445974619411,nan,nan,0.0,0.0,0.0,2835.6162259278753,32.53369140625,0.27084059999998544,0.01261914688960386,1060,707,500.0
21,nan,0.2873537540435791,0.28860095143318176,0.28860095143318176,nan,5.415831247882912,nan,nan,0.0,0.0,0.0,2618.371352562604,37.4365234375,0.2933121000000085,0.01233190003722964,1060,707,500.0
22,nan,0.2841857373714447,0.2841857373714447,0.2841857373714447,nan,5.439904234455564,nan,nan,0.0,0.0,0.0,2745.286721605582,32.6201171875,0.27975220000001855,0.01205119172148715,1060,707,500.0
23,nan,0.30372464656829834,0.30372464656829834,0.30372464656829834,nan,5.351669371758898,nan,nan,0.0,0.0,0.0,2607.330877417772,32.53369140625,0.29455409999999915,0.011776873107111775,1060,707,500.0
24,nan,0.27553069591522217,0.27553069591522217,0.27553069591522217,nan,5.413327056022199,nan,nan,0.0,0.0,0.0,2613.0830399001197,32.53369140625,0.2939057000000105,0.011508798746743133,1060,707,500.0
25,nan,0.2940833568572998,0.2940833568572998,0.2940833568572998,nan,5.393720750713931,nan,nan,0.0,0.0,0.0,2740.136578682498,32.53369140625,0.2802780000000098,0.011246826503806977,1060,707,500.0
26,nan,0.2960893213748932,0.2962969243526459,0.2962969243526459,nan,5.375729384593118,nan,nan,0.0,0.0,0.0,2433.7870487038062,37.4306640625,0.3155575999999769,0.010990817477152486,1060,707,500.0
27,nan,0.302443265914917,0.302443265914917,0.302443265914917,nan,5.349705302340348,nan,nan,0.0,0.0,0.0,2529.8817576748484,37.4306640625,0.3035715000000039,0.010740635927405049,1060,707,500.0
28,nan,0.2776256203651428,0.2776256203651428,0.2776256203651428,nan,5.376667712041099,nan,nan,0.0,0.0,0.0,2728.9734902254827,32.6201171875,0.2814245000000142,0.010496149204995446,1060,707,500.0
29,nan,0.25710004568099976,0.25710004568099976,0.25710004568099976,nan,5.434702239806082,nan,nan,0.0,0.0,0.0,2601.4938265333394,32.53369140625,0.2952149999999847,0.01025722767982729,1060,707,500.0
30,nan,0.2823052406311035,0.2823052406311035,0.2823052406311035,nan,5.440513075489237,nan,nan,0.0,0.0,0.0,2724.1007363939557,32.53369140625,0.28192789999999945,0.010023744672545439,1060,707,500.0
31,nan,0.30628255009651184,0.30628255009651184,0.30628255009651184,nan,5.138777456442055,nan,nan,0.0,0.0,0.0,2653.8278529599647,32.53369140625,0.2893933000000004,0.009795576387368917,1060,707,500.0
32,nan,0.27715685963630676,0.2773122489452362,0.2773122489452362,nan,5.355760568939818,nan,nan,0.0,0.0,0.0,2448.69146455658,37.4306640625,0.3136369000000059,0.00957260184645276,1060,707,500.0
