iter,total_loss,loss_hr,loss_mr,loss_lr,depth_loss,psnr,ssim,lpips,prop_hr,prop_mr,prop_lr,throughput_rays_per_s,gpu_mem_mb,iter_time_s,lr,img_W,img_H,focal
33,nan,0.2766755521297455,0.2766755521297455,0.2766755521297455,nan,5.4306044283226145,nan,nan,0.0,0.0,0.0,1878.2373915978058,32.6201171875,0.40889400000000364,0.009354702825743957,1060,707,500.0
34,nan,0.28693634271621704,0.28693634271621704,0.28693634271621704,nan,5.428489424995033,nan,nan,0.0,0.0,0.0,1234.14295039222,32.53369140625,0.6222942000000273,0.009141763792297494,1060,707,500.0
35,nan,0.2669801115989685,0.2669801115989685,0.2669801115989685,nan,5.489833719473106,nan,nan,0.0,0.0,0.0,2543.3293240575044,37.4306640625,0.3019663999999693,0.008933671843019256,1060,707,500.0
36,nan,0.2819870114326477,0.2819870114326477,0.2819870114326477,nan,5.491146258231008,nan,nan,0.0,0.0,0.0,2720.903339908863,35.6943359375,0.2822591999999986,0.008730316644803313,1060,707,500.0
37,nan,0.27745991945266724,0.27745991945266724,0.27745991945266724,nan,5.50212499867903,nan,nan,0.0,0.0,0.0,2866.159316660374,32.53369140625,0.26795439999995097,0.008531590376031847,1060,707,500.0
38,nan,0.2836078405380249,0.2836078405380249,0.2836078405380249,nan,5.49846158252778,nan,nan,0.0,0.0,0.0,2878.5208001235624,32.53369140625,0.2668037000000254,0.008337387669406702,1060,707,500.0
39,nan,0.28553757071495056,0.28553757071495056,0.28553757071495056,nan,5.492340006330239,nan,nan,0.0,0.0,0.0,2762.959647837653,32.53369140625,0.2779628000000116,0.008147605556082248,1060,707,500.0
40,nan,0.29189473390579224,0.29189473390579224,0.29189473390579224,nan,5.477879745776983,nan,nan,0.0,0.0,0.0,2941.859209053325,32.53369140625,0.2610594000000219,0.007962143411069938,1060,707,500.0
41,nan,0.28146183490753174,0.28146183490753174,0.28146183490753174,nan,5.505804854050101,nan,nan,0.0,0.0,0.0,2873.847093373226,32.53369140625,0.2672375999999872,0.007780902899885605,1060,707,500.0
42,nan,0.2897215485572815,0.2897215485572815,0.2897215485572815,nan,5.442998437863557,nan,nan,0.0,0.0,0.0,2824.1793883443884,32.53369140625,0.271937400000013,0.007603787926411218,1060,707,500.0
43,nan,0.2854122519493103,0.2854122519493103,0.2854122519493103,nan,5.44375691782366,nan,nan,0.0,0.0,0.0,2912.0040161385546,35.60791015625,0.2637359000000288,0.007430704581943445,1060,707,500.0
44,nan,0.2839706838130951,0.2839706838130951,0.2839706838130951,nan,5.449633920251717,nan,nan,0.0,0.0,0.0,2907.8925049067284,32.53369140625,0.2641088000000309,0.007261561095402021,1060,707,500.0
45,nan,0.2823072373867035,0.2823072373867035,0.2823072373867035,nan,5.458263111988169,nan,nan,0.0,0.0,0.0,2909.302494726746,35.60791015625,0.263980800000013,0.007096267784671504,1060,707,500.0
46,nan,0.3003024458885193,0.3003024458885193,0.3003024458885193,nan,5.419287810934111,nan,nan,0.0,0.0,0.0,3031.8055349403962,32.53369140625,0.2533143999999652,0.006934737009050627,1060,707,500.0
47,nan,0.2930886149406433,0.2930886149406433,0.2930886149406433,nan,5.406533911444436,nan,nan,0.0,0.0,0.0,2681.5885898405645,36.80615234375,0.28639739999999847,0.006776883122784045,1060,707,500.0
48,nan,0.295824259519577,0.2964353561401367,0.2964988350868225,nan,5.391924939885588,nan,nan,0.0,0.0,0.0,2615.616730410704,37.62939453125,0.2936210000000301,0.006622622429651816,1060,707,500.0
49,nan,0.2916334271430969,0.2916334271430969,0.2916334271430969,nan,5.387447389330814,nan,nan,0.0,0.0,0.0,2651.156480714068,32.6201171875,0.28968489999999747,0.006471873138592559,1060,707,500.0
50,nan,0.2850334644317627,0.2850334644317627,0.2850334644317627,nan,5.393806798933534,nan,nan,0.0,0.0,0.0,2685.2095302559837,32.53369140625,0.28601120000001856,0.006324555320336753,1060,707,500.0
51,nan,0.289200097322464,0.289200097322464,0.289200097322464,nan,5.388015652274309,nan,nan,0.0,0.0,0.0,2868.2220048648364,33.470703125,0.2677616999999941,0.02,1060,707,500.0
52,nan,0.29749152064323425,0.29749152064323425,0.29749152064323425,nan,5.326634868088839,nan,nan,0.0,0.0,0.0,2728.3995485354567,32.36083984375,0.28148369999996703,0.019544744419116213,1060,707,500.0
53,nan,0.2630751430988312,0.2630751430988312,0.2630751430988312,nan,5.484157194380882,nan,nan,0.0,0.0,0.0,2816.336364439915,32.36083984375,0.2726946999999882,0.019099851720428718,1060,707,500.0
54,nan,0.2729831635951996,0.2729831635951996,0.2729831635951996,nan,5.522778239568204,nan,nan,0.0,0.0,0.0,2534.45271661656,35.43505859375,0.3030239999999935,0.01866508601593982,1060,707,500.0
55,nan,0.2754954397678375,0.2754901349544525,0.2754901349544525,nan,5.537993762774822,nan,nan,0.0,0.0,0.0,2275.1868067601326,37.2578125,0.33755470000005516,0.018240216787118194,1060,707,500.0
56,nan,0.27618780732154846,0.27618780732154846,0.27618780732154846,nan,5.54632063204951,nan,nan,0.0,0.0,0.0,2256.6385723000953,35.6943359375,0.3403291999999851,0.01782501876267491,1060,707,500.0
57,nan,0.28800976276397705,0.28800976276397705,0.28800976276397705,nan,5.526264528277953,nan,nan,0.0,0.0,0.0,2758.0678872557464,32.53369140625,0.2784557999999606,0.017419271799121613,1060,707,500.0
58,nan,0.2904386520385742,0.2904386520385742,0.2904386520385742,nan,5.506663446648396,nan,nan,0.0,0.0,0.0,2745.0257131702438,32.53369140625,0.27977880000003097,0.017022760764047528,1060,707,500.0
59,nan,0.28245991468429565,0.28245991468429565,0.28245991468429565,nan,5.504859926353061,nan,nan,0.0,0.0,0.0,2888.191995571113,32.53369140625,0.26591030000003,0.016635275422053418,1060,707,500.0
60,nan,0.2727092504501343,0.2727092504501343,0.2727092504501343,nan,5.518674064014808,nan,nan,0.0,0.0,0.0,2457.4301424288055,32.53369140625,0.3125215999999682,0.016256610323281982,1060,707,500.0
61,nan,0.2795580327510834,0.27965250611305237,0.27965250611305237,nan,5.535280243162381,nan,nan,0.0,0.0,0.0,2803.094645688105,37.43310546875,0.2739828999999645,0.015886564694485628,1060,707,500.0
62,nan,0.2796832025051117,0.2796832025051117,0.2796832025051117,nan,5.534308202279908,nan,nan,0.0,0.0,0.0,2751.1183582703075,37.4306640625,0.27915919999998096,0.015524942332573831,1060,707,500.0
63,nan,0.2944539785385132,0.2944539785385132,0.2944539785385132,nan,5.459480712519922,nan,nan,0.0,0.0,0.0,3010.8449222766444,32.6201171875,0.2550779000000034,0.015171551500583672,1060,707,500.0
64,nan,0.29551178216934204,0.29551178216934204,0.29551178216934204,nan,5.418173531760278,nan,nan,0.0,0.0,0.0,2940.3229301543597,32.53369140625,0.26119579999999587,0.014826204826018347,1060,707,500.0
65,nan,0.27965325117111206,0.27965325117111206,0.27965325117111206,nan,5.441299080046674,nan,nan,0.0,0.0,0.0,2728.5924513207237,37.4306640625,0.28146379999998317,0.014488719201499797,1060,707,500.0
66,nan,0.29370343685150146,0.29370343685150146,0.29370343685150146,nan,5.421234185757567,nan,nan,0.0,0.0,0.0,3003.832232841064,32.6201171875,0.25567339999997785,0.014158915687682754,1060,707,500.0
67,nan,0.28016191720962524,0.28016191720962524,0.28016191720962524,nan,5.4361877296176155,nan,nan,0.0,0.0,0.0,2834.1648236597343,32.53369140625,0.2709793000000218,0.013836619418378725,1060,707,500.0
68,nan,0.28633955121040344,0.28633955121040344,0.28633955121040344,nan,5.4355625884910985,nan,nan,0.0,0.0,0.0,2597.319147280858,32.53369140625,0.29568950000003724,0.013521659507839632,1060,707,500.0
69,nan,0.27687251567840576,0.27687251567840576,0.27687251567840576,nan,5.451300248939555,nan,nan,0.0,0.0,0.0,2865.1114483587353,32.53369140625,0.26805239999998776,0.013213868960151916,1060,707,500.0
70,nan,0.28275594115257263,0.2827417850494385,0.2827417850494385,nan,5.4547584851336195,nan,nan,0.0,0.0,0.0,2646.360444629574,37.43408203125,0.2902099000000362,0.012913084580693106,1060,707,500.0
71,nan,0.2783338129520416,0.27838051319122314,0.27838051319122314,nan,5.554340308687107,nan,nan,0.0,0.0,0.0,2557.807106706904,37.43310546875,0.30025720000003275,0.01261914688960386,1060,707,500.0
72,nan,0.278689444065094,0.278689444065094,0.278689444065094,nan,5.551567558195428,nan,nan,0.0,0.0,0.0,2807.3653862815963,35.6943359375,0.27356609999998227,0.01233190003722964,1060,707,500.0
73,nan,0.29470521211624146,0.2947331666946411,0.2947331666946411,nan,5.469752316160613,nan,nan,0.0,0.0,0.0,2720.662367925732,37.43310546875,0.2822841999999923,0.01205119172148715,1060,707,500.0
74,nan,0.2757622003555298,0.2757622003555298,0.2757622003555298,nan,5.500977397804331,nan,nan,0.0,0.0,0.0,2921.025066806607,32.6201171875,0.26292140000003883,0.011776873107111775,1060,707,500.0
75,nan,0.27244997024536133,0.2724892497062683,0.2724892497062683,nan,5.530208388623008,nan,nan,0.0,0.0,0.0,2687.9387149974987,37.4306640625,0.2857207999999787,0.011508798746743133,1060,707,500.0
76,nan,0.28030675649642944,0.28030675649642944,0.28030675649642944,nan,5.529117713696959,nan,nan,0.0,0.0,0.0,2876.103957676768,33.55712890625,0.2670278999999596,0.02,1060,707,500.0
77,nan,0.2919486165046692,0.2919486165046692,0.2919486165046692,nan,5.503091723820584,nan,nan,0.0,0.0,0.0,2967.262746480077,32.36083984375,0.2588243999999804,0.019544744419116213,1060,707,500.0
78,nan,0.28749310970306396,0.28749310970306396,0.28749310970306396,nan,5.491920957729633,nan,nan,0.0,0.0,0.0,2881.5189206614364,32.36083984375,0.26652609999996457,0.019099851720428718,1060,707,500.0
79,nan,0.29403573274612427,0.29403573274612427,0.29403573274612427,nan,5.472374060942384,nan,nan,0.0,0.0,0.0,2899.6626121727422,32.36083984375,0.2648584000000369,0.01866508601593982,1060,707,500.0
80,nan,0.26355111598968506,0.26355111598968506,0.26355111598968506,nan,5.504271795302155,nan,nan,0.0,0.0,0.0,3029.6610921687306,32.36083984375,0.25349370000003546,0.018240216787118194,1060,707,500.0
81,nan,0.2769753932952881,0.2769753932952881,0.2769753932952881,nan,5.575588122740388,nan,nan,0.0,0.0,0.0,2924.4609453086446,32.36083984375,0.26261250000004566,0.01782501876267491,1060,707,500.0
82,nan,0.2788862884044647,0.2788862884044647,0.2788862884044647,nan,5.56065824903356,nan,nan,0.0,0.0,0.0,2584.070617804694,35.73876953125,0.2972055000000182,0.017419271799121613,1060,707,500.0
83,nan,0.28766632080078125,0.28766632080078125,0.28766632080078125,nan,5.510808769900513,nan,nan,0.0,0.0,0.0,2883.8506615959277,32.36083984375,0.26631059999999707,0.017022760764047528,1060,707,500.0
84,nan,0.2971144914627075,0.2971144914627075,0.2971144914627075,nan,5.45079699092527,nan,nan,0.0,0.0,0.0,3018.7184125311783,32.36083984375,0.2544126000000233,0.016635275422053418,1060,707,500.0
85,nan,0.3020080327987671,0.3020080327987671,0.3020080327987671,nan,5.400600603820726,nan,nan,0.0,0.0,0.0,3056.153234250028,32.36083984375,0.2512962999999786,0.016256610323281982,1060,707,500.0
86,nan,0.2733841836452484,0.27339687943458557,0.27339687943458557,nan,5.439211527671329,nan,nan,0.0,0.0,0.0,2871.6968475279155,37.27587890625,0.2674376999999595,0.015886564694485628,1060,707,500.0
87,nan,0.2786319851875305,0.2786319851875305,0.2786319851875305,nan,5.454994210566712,nan,nan,0.0,0.0,0.0,2941.3521947540344,32.6201171875,0.261104400000022,0.015524942332573831,1060,707,500.0
88,nan,0.30168765783309937,0.30168765783309937,0.30168765783309937,nan,5.4236730050315325,nan,nan,0.0,0.0,0.0,2840.41001022583,32.53369140625,0.27038350000003675,0.015171551500583672,1060,707,500.0
89,nan,0.28169214725494385,0.28169214725494385,0.28169214725494385,nan,5.432404070797913,nan,nan,0.0,0.0,0.0,2856.989804117673,32.53369140625,0.26881439999999657,0.014826204826018347,1060,707,500.0
90,nan,0.2964151203632355,0.2965160310268402,0.2965160310268402,nan,5.417263310150276,nan,nan,0.0,0.0,0.0,2660.609161710192,37.43310546875,0.28865570000004936,0.014488719201499797,1060,707,500.0
91,nan,0.28774675726890564,0.28774675726890564,0.28774675726890564,nan,5.40989561905489,nan,nan,0.0,0.0,0.0,2823.0135890614465,35.6943359375,0.2720496999999682,0.014158915687682754,1060,707,500.0
92,nan,0.2716383635997772,0.2716383635997772,0.2716383635997772,nan,5.534992281869757,nan,nan,0.0,0.0,0.0,2856.213100274222,32.53369140625,0.2688875000000053,0.013836619418378725,1060,707,500.0
93,nan,0.2818761467933655,0.2818761467933655,0.2818761467933655,nan,5.523133767505441,nan,nan,0.0,0.0,0.0,2998.5627982214182,32.53369140625,0.2561226999999917,0.013521659507839632,1060,707,500.0
94,nan,0.29749786853790283,0.29749786853790283,0.29749786853790283,nan,5.458640679337771,nan,nan,0.0,0.0,0.0,2957.25382017076,32.53369140625,0.25970040000004246,0.013213868960151916,1060,707,500.0
95,nan,0.28499680757522583,0.28499680757522583,0.28499680757522583,nan,5.45723255299866,nan,nan,0.0,0.0,0.0,3057.2092217848112,32.53369140625,0.25120950000001585,0.012913084580693106,1060,707,500.0
96,nan,0.280807226896286,0.280807226896286,0.280807226896286,nan,5.467013326384618,nan,nan,0.0,0.0,0.0,2755.4989785278185,37.4306640625,0.27871540000001005,0.01261914688960386,1060,707,500.0
97,nan,0.2745073437690735,0.2745073437690735,0.2745073437690735,nan,5.488077183440209,nan,nan,0.0,0.0,0.0,2718.9478804597798,32.6201171875,0.28246219999999767,0.01233190003722964,1060,707,500.0
98,nan,0.2863461673259735,0.2863461673259735,0.2863461673259735,nan,5.480953317307805,nan,nan,0.0,0.0,0.0,2603.361590653963,37.4462890625,0.29500319999999647,0.01205119172148715,1060,707,500.0
99,nan,0.28651654720306396,0.28651654720306396,0.28651654720306396,nan,5.475125494433049,nan,nan,0.0,0.0,0.0,2690.0382419761972,32.6201171875,0.28549779999997327,0.011776873107111775,1060,707,500.0
0,nan,0.29547351598739624,0.29547351598739624,0.29547351598739624,nan,5.294814399129694,nan,nan,0.0,0.0,0.0,31.2258496463223,17.76904296875,24.59500730000002,0.02,1060,707,500.0
1,nan,0.26266729831695557,0.26266729831695557,0.26266729831695557,nan,5.805939928573718,nan,nan,0.0,0.0,0.0,1041.0709258035122,25.259765625,0.7377018999999905,0.019984655322204396,1060,707,500.0
2,nan,0.2906001806259155,0.2906001806259155,0.2906001806259155,nan,5.586490564772543,nan,nan,0.0,0.0,0.0,1064.0078293243305,25.259765625,0.721799199999964,0.019969322417365622,1060,707,500.0
3,nan,0.28465592861175537,0.28465592861175537,0.28465592861175537,nan,5.5432595984511766,nan,nan,0.0,0.0,0.0,1189.6876388356434,25.259765625,0.6455475999999862,0.01995400127645107,1060,707,500.0
4,nan,0.26550865173339844,0.26550865173339844,0.26550865173339844,nan,5.597248005456105,nan,nan,0.0,0.0,0.0,1256.4345234832351,25.259765625,0.6112535000000321,0.019938691890435057,1060,707,500.0
5,nan,0.30227431654930115,0.3022887706756592,0.3022739887237549,nan,5.516995908585313,nan,nan,0.0,0.0,0.0,743.6116209455222,38.37060546875,1.0327972000000045,0.019923394250298827,1060,707,500.0
6,nan,0.2944355607032776,0.2944355607032776,0.2944355607032776,nan,5.4825128219616035,nan,nan,0.0,0.0,0.0,1204.2340115198883,33.64404296875,0.6377497999999946,0.019908108347030544,1060,707,500.0
7,nan,0.2708841562271118,0.2708841562271118,0.2708841562271118,nan,5.509605841283106,nan,nan,0.0,0.0,0.0,1092.676308586559,33.5576171875,0.7028614000000175,0.019892834171625285,1060,707,500.0
8,nan,0.27664995193481445,0.27664995193481445,0.27664995193481445,nan,5.5184918622529455,nan,nan,0.0,0.0,0.0,1120.2123502536183,33.5576171875,0.6855843000000164,0.019877571715085036,1060,707,500.0
9,nan,0.26428961753845215,0.26444217562675476,0.26444217562675476,nan,5.547459319264208,nan,nan,0.0,0.0,0.0,1052.779048819627,38.45703125,0.7294977999999901,0.019862320968418685,1060,707,500.0
10,nan,0.27620768547058105,0.27620768547058105,0.27620768547058105,nan,5.551477628696089,nan,nan,0.0,0.0,0.0,1056.915592766549,33.64404296875,0.7266427000000135,0.01984708192264202,1060,707,500.0
11,nan,0.27613723278045654,0.27613723278045654,0.27613723278045654,nan,5.5887503160443766,nan,nan,0.0,0.0,0.0,1146.7646752281855,33.5576171875,0.6697101999999973,0.019831854568777726,1060,707,500.0
12,nan,0.26215091347694397,0.26215091347694397,0.26215091347694397,nan,5.701618281164572,nan,nan,0.0,0.0,0.0,1122.1668574447804,33.5576171875,0.6843901999999957,0.019816638897855364,1060,707,500.0
13,nan,0.28537285327911377,0.28537285327911377,0.28537285327911377,nan,5.616369995693499,nan,nan,0.0,0.0,0.0,1080.3005092181888,33.5576171875,0.7109133000000156,0.01980143490091139,1060,707,500.0
14,nan,0.2745431661605835,0.2745443284511566,0.2745443284511566,nan,5.615750902113623,nan,nan,0.0,0.0,0.0,1073.4000155139775,38.47265625,0.7154835000000048,0.019786242568989133,1060,707,500.0
15,nan,0.28836262226104736,0.28836262226104736,0.28836262226104736,nan,5.572722789331135,nan,nan,0.0,0.0,0.0,1248.7630254275914,33.64404296875,0.6150086000000101,0.01977106189313879,1060,707,500.0
16,nan,0.27532854676246643,0.27532854676246643,0.27532854676246643,nan,5.577516920306128,nan,nan,0.0,0.0,0.0,1127.7041221551017,37.830078125,0.6810296999999537,0.01975589286441743,1060,707,500.0
17,nan,0.2845035791397095,0.2845035791397095,0.2845035791397095,nan,5.560603454091955,nan,nan,0.0,0.0,0.0,1130.68628093283,33.5576171875,0.6792335000000094,0.019740735473888982,1060,707,500.0
18,nan,0.28161799907684326,0.28161799907684326,0.28161799907684326,nan,5.553452511755536,nan,nan,0.0,0.0,0.0,1044.115653754425,38.45458984375,0.7355506999999761,0.01972558971262423,1060,707,500.0
19,nan,0.28294312953948975,0.28294312953948975,0.28294312953948975,nan,5.545625396220061,nan,nan,0.0,0.0,0.0,1103.2697871005475,33.64404296875,0.6961125999999922,0.019710455571700803,1060,707,500.0
20,nan,0.2822452187538147,0.2822452187538147,0.2822452187538147,nan,5.540436262906001,nan,nan,0.0,0.0,0.0,1074.8987488766404,33.5576171875,0.7144858999999997,0.019695333042203184,1060,707,500.0
21,nan,0.28786495327949524,0.28860095143318176,0.28860095143318176,nan,5.408112059931168,nan,nan,0.0,0.0,0.0,1059.4953546371307,38.4619140625,0.7248733999999786,0.019680222115222697,1060,707,500.0
22,nan,0.2841857373714447,0.2841857373714447,0.2841857373714447,nan,5.436044640479691,nan,nan,0.0,0.0,0.0,1314.1029425125655,33.64404296875,0.5844291000000226,0.019665122781857496,1060,707,500.0
23,nan,0.30372464656829834,0.30372464656829834,0.30372464656829834,nan,5.349096309108315,nan,nan,0.0,0.0,0.0,1024.7214038682882,33.5576171875,0.7494720000000257,0.019650035033212564,1060,707,500.0
24,nan,0.27553069591522217,0.27553069591522217,0.27553069591522217,nan,5.4113972590342625,nan,nan,0.0,0.0,0.0,1104.1758261981754,33.5576171875,0.6955413999999678,0.019634958860399714,1060,707,500.0
25,nan,0.2940833568572998,0.2940833568572998,0.2940833568572998,nan,5.392176913123582,nan,nan,0.0,0.0,0.0,1137.685414576716,33.5576171875,0.6750547999999981,0.019619894254537574,1060,707,500.0
26,nan,0.2962969243526459,0.2962969243526459,0.2962969243526459,nan,5.373935521933436,nan,nan,0.0,0.0,0.0,1152.8709940360234,36.6318359375,0.6661629999999832,0.019604841206751586,1060,707,500.0
27,nan,0.302443265914917,0.302443265914917,0.302443265914917,nan,5.348167705774906,nan,nan,0.0,0.0,0.0,1117.6901535863472,36.6318359375,0.6871313999999984,0.019589799708174004,1060,707,500.0
28,nan,0.2776256203651428,0.2776256203651428,0.2776256203651428,nan,5.375322315046338,nan,nan,0.0,0.0,0.0,1276.861474495678,33.5576171875,0.6014748000000054,0.019574769749943884,1060,707,500.0
29,nan,0.25710004568099976,0.25710004568099976,0.25710004568099976,nan,5.433506331366295,nan,nan,0.0,0.0,0.0,1263.2962755458982,33.5576171875,0.6079334000000358,0.01955975132320708,1060,707,500.0
30,nan,0.2823052406311035,0.2823052406311035,0.2823052406311035,nan,5.439436757893428,nan,nan,0.0,0.0,0.0,1420.6962891709504,33.5576171875,0.5405799999999772,0.01954474441911624,1060,707,500.0
31,nan,0.30628255009651184,0.30628255009651184,0.30628255009651184,nan,5.138777456442055,nan,nan,0.0,0.0,0.0,1423.943083808329,33.5576171875,0.5393473999999969,0.0195297490288308,1060,707,500.0
32,nan,0.2772639989852905,0.2773122489452362,0.2773122489452362,nan,5.354921314284911,nan,nan,0.0,0.0,0.0,1195.3863689531538,38.45703125,0.6424701000000255,0.01951476514351698,1060,707,500.0
33,nan,0.2766755521297455,0.2766755521297455,0.2766755521297455,nan,5.430044925219344,nan,nan,0.0,0.0,0.0,1081.3677105009642,33.64404296875,0.7102117000000021,0.01949979275434777,1060,707,500.0
34,nan,0.28693634271621704,0.28693634271621704,0.28693634271621704,nan,5.42806979766758,nan,nan,0.0,0.0,0.0,1135.7248919397305,33.5576171875,0.6762201000000232,0.01948483185250294,1060,707,500.0
35,nan,0.26609867811203003,0.2669801115989685,0.2669801115989685,nan,5.492370403875908,nan,nan,0.0,0.0,0.0,1236.1872572593884,38.45703125,0.6212651000000164,0.01946988242916903,1060,707,500.0
36,nan,0.28201034665107727,0.2819870114326477,0.2819870114326477,nan,5.493200265894834,nan,nan,0.0,0.0,0.0,1210.1762587054304,38.45458984375,0.6346182999999996,0.019454944475539335,1060,707,500.0
37,nan,0.27745991945266724,0.27745991945266724,0.27745991945266724,nan,5.503885576676596,nan,nan,0.0,0.0,0.0,1265.2176190779198,33.64404296875,0.6070101999999906,0.019440017982813907,1060,707,500.0
38,nan,0.2836078405380249,0.2836078405380249,0.2836078405380249,nan,5.500002088275649,nan,nan,0.0,0.0,0.0,1362.1235648263341,33.5576171875,0.5638255000000072,0.019425102942199554,1060,707,500.0
39,nan,0.28553757071495056,0.28553757071495056,0.28553757071495056,nan,5.49370934477279,nan,nan,0.0,0.0,0.0,1244.1085063489702,33.5576171875,0.6173094999999762,0.01941019934490983,1060,707,500.0
40,nan,0.29189473390579224,0.29189473390579224,0.29189473390579224,nan,5.479112150375279,nan,nan,0.0,0.0,0.0,1304.3130473593058,33.5576171875,0.5888156999999978,0.019395307182165023,1060,707,500.0
41,nan,0.28146183490753174,0.28146183490753174,0.28146183490753174,nan,5.505804854050101,nan,nan,0.0,0.0,0.0,1194.7897831161592,33.64404296875,0.6427908999999659,0.019380426445192167,1060,707,500.0
42,nan,0.2897215485572815,0.2897215485572815,0.2897215485572815,nan,5.442998437863557,nan,nan,0.0,0.0,0.0,1147.2926582233254,33.5576171875,0.669401999999991,0.019365557125225023,1060,707,500.0
43,nan,0.28541579842567444,0.2854122519493103,0.2854122519493103,nan,5.4437389297434295,nan,nan,0.0,0.0,0.0,1205.1898487863177,38.45458984375,0.6372440000000097,0.019350699213504075,1060,707,500.0
44,nan,0.2839706838130951,0.2839706838130951,0.2839706838130951,nan,5.449620429191544,nan,nan,0.0,0.0,0.0,1267.4026513470185,33.64404296875,0.6059636999999611,0.01933585270127653,1060,707,500.0
45,nan,0.2823072373867035,0.2823072373867035,0.2823072373867035,nan,5.458252319140031,nan,nan,0.0,0.0,0.0,1247.388483388389,38.45458984375,0.615686299999993,0.01932101757979631,1060,707,500.0
46,nan,0.3003024458885193,0.3003024458885193,0.3003024458885193,nan,5.419278816893995,nan,nan,0.0,0.0,0.0,1538.111211448785,33.64404296875,0.49931370000001607,0.01930619384032405,1060,707,500.0
47,nan,0.2930886149406433,0.2930886149406433,0.2930886149406433,nan,5.4065262022671945,nan,nan,0.0,0.0,0.0,1109.969185347703,38.63427734375,0.6919110999999702,0.019291381474127085,1060,707,500.0
48,nan,0.29564446210861206,0.29639339447021484,0.2964988350868225,nan,5.392248241503357,nan,nan,0.0,0.0,0.0,1089.9714677260024,38.732421875,0.7046056000000362,0.019276580472479456,1060,707,500.0
49,nan,0.2916334271430969,0.2916334271430969,0.2916334271430969,nan,5.387734768546609,nan,nan,0.0,0.0,0.0,1209.0402204231768,33.64404296875,0.6352145999999834,0.019261790826661893,1060,707,500.0
50,nan,0.2850334644317627,0.2850334644317627,0.2850334644317627,nan,5.394065440227749,nan,nan,0.0,0.0,0.0,1192.0586542527226,33.5576171875,0.644263599999988,0.019247012527961817,1060,707,500.0
51,nan,0.289200097322464,0.289200097322464,0.289200097322464,nan,5.388015652274309,nan,nan,0.0,0.0,0.0,729.0091635882237,33.5576171875,1.0534847000000127,0.01923224556767334,1060,707,500.0
52,nan,0.29749152064323425,0.29749152064323425,0.29749152064323425,nan,5.326634868088839,nan,nan,0.0,0.0,0.0,1197.8560248804804,33.5576171875,0.6411454999999933,0.019217489937097244,1060,707,500.0
53,nan,0.2630751430988312,0.2630751430988312,0.2630751430988312,nan,5.484157194380882,nan,nan,0.0,0.0,0.0,1193.3927066923561,33.5576171875,0.6435433999999987,0.01920274562754099,1060,707,500.0
54,nan,0.2729831635951996,0.2729831635951996,0.2729831635951996,nan,5.522778239568204,nan,nan,0.0,0.0,0.0,1140.4154319590982,38.45458984375,0.6734387999999853,0.01918801263031871,1060,707,500.0
55,nan,0.27560752630233765,0.2754901349544525,0.2754901349544525,nan,5.537640445394243,nan,nan,0.0,0.0,0.0,838.609585307604,38.45458984375,0.915801599999952,0.0191732909367512,1060,707,500.0
56,nan,0.27618780732154846,0.27618780732154846,0.27618780732154846,nan,5.5460262008990275,nan,nan,0.0,0.0,0.0,1006.562578310036,36.71826171875,0.7629928000000064,0.019158580538165906,1060,707,500.0
57,nan,0.28800976276397705,0.28800976276397705,0.28800976276397705,nan,5.526012158720396,nan,nan,0.0,0.0,0.0,942.2460815506303,33.5576171875,0.8150737000000277,0.01914388142589694,1060,707,500.0
58,nan,0.2904386520385742,0.2904386520385742,0.2904386520385742,nan,5.506442623285534,nan,nan,0.0,0.0,0.0,994.9129891590538,33.5576171875,0.771926800000017,0.01912919359128506,1060,707,500.0
59,nan,0.28245991468429565,0.28245991468429565,0.28245991468429565,nan,5.504663638919406,nan,nan,0.0,0.0,0.0,1111.2567706357997,33.5576171875,0.6911093999999594,0.019114517025677655,1060,707,500.0
60,nan,0.2727092504501343,0.2727092504501343,0.2727092504501343,nan,5.518497405324519,nan,nan,0.0,0.0,0.0,1068.4798175571093,33.5576171875,0.7187781999999743,0.019099851720428773,1060,707,500.0
61,nan,0.27958446741104126,0.27965250611305237,0.27965250611305237,nan,5.534869599115259,nan,nan,0.0,0.0,0.0,594.5728505030185,38.45703125,1.291683599999999,0.019085197666899083,1060,707,500.0
62,nan,0.2796832025051117,0.2796832025051117,0.2796832025051117,nan,5.534102880256347,nan,nan,0.0,0.0,0.0,1028.924570182835,38.45458984375,0.746410400000002,0.019070554856455882,1060,707,500.0
63,nan,0.2944539785385132,0.2944539785385132,0.2944539785385132,nan,5.459343831170881,nan,nan,0.0,0.0,0.0,1054.0342130172448,33.64404296875,0.7286291000000347,0.019055923280473095,1060,707,500.0
64,nan,0.29551178216934204,0.29551178216934204,0.29551178216934204,nan,5.4180708707484975,nan,nan,0.0,0.0,0.0,1090.5356134426274,33.5576171875,0.7042410999999902,0.019041302930331263,1060,707,500.0
65,nan,0.27965325117111206,0.27965325117111206,0.27965325117111206,nan,5.44121695123725,nan,nan,0.0,0.0,0.0,1028.6354427591784,36.6318359375,0.7466202000000521,0.01902669379741754,1060,707,500.0
66,nan,0.29370343685150146,0.29370343685150146,0.29370343685150146,nan,5.421165745083047,nan,nan,0.0,0.0,0.0,764.934143951045,33.5576171875,1.004007999999999,0.01901209587312569,1060,707,500.0
